Date,High,Low,Open,Close,Volume,Adj Close
2010-01-04,77.02127838134766,75.58741760253906,75.95744323730469,76.92877197265625,1131483.0,57.60948181152344
2010-01-05,76.92877197265625,75.76318359375,76.6882553100586,76.29047393798828,790103.0,57.13147735595703
2010-01-06,76.48473358154297,75.39315032958984,75.8556900024414,75.66142272949219,1248663.0,56.660404205322266
2010-01-07,75.92044067382812,74.81036376953125,75.67992401123047,75.22663879394531,1514481.0,56.334800720214844
2010-01-08,76.0592041015625,74.88436889648438,75.06012725830078,75.70767974853516,1244880.0,56.69504165649414
2010-01-11,77.28955078125,76.10546112060547,76.48473358154297,77.09528350830078,1197640.0,57.73414611816406
2010-01-12,76.9565200805664,75.63367462158203,76.24421691894531,76.11470794677734,949118.0,56.99987030029297
2010-01-13,76.88251495361328,75.63367462158203,76.20721435546875,76.8732681274414,874637.0,57.56790542602539
2010-01-14,77.52081298828125,75.67992401123047,76.74375915527344,75.92044067382812,663410.0,56.854366302490234
2010-01-15,76.74375915527344,75.80943298339844,76.0684585571289,76.5679931640625,1542263.0,57.33929443359375
2010-01-19,76.81776428222656,75.846435546875,76.73450469970703,76.39222717285156,1415137.0,57.20768356323242
2010-01-20,75.8556900024414,75.0416259765625,75.8556900024414,75.3746566772461,1315145.0,56.44565963745117
2010-01-21,76.14246368408203,73.82978820800781,75.2451400756836,73.87603759765625,1546803.0,55.323387145996094
2010-01-22,74.81961059570312,72.1276626586914,73.87603759765625,72.22016906738281,1953475.0,54.08334732055664
2010-01-25,74.87511444091797,73.16373443603516,73.16373443603516,74.2460708618164,1942017.0,55.600494384765625
2010-01-26,75.00462341308594,73.08048248291016,73.51526641845703,73.61701965332031,1482267.0,55.129398345947266
2010-01-27,74.23681640625,71.9056396484375,73.61701965332031,72.95097351074219,1842240.0,54.630645751953125
2010-01-28,73.5245132446289,71.16558837890625,73.28399658203125,71.26734161376953,1456539.0,53.36981964111328
2010-01-29,71.77613067626953,70.22201538085938,71.36910247802734,70.26827239990234,2528135.0,52.62164306640625
